movie_id,movie_key,movie_folder,primary_video_path,primary_video_original_name,primary_video_canonical_name,primary_video_confidence,video_candidate_count,auxiliary_video_count,multiple_full_movie_candidates,external_subtitle_count,english_external_subtitle_count,embedded_subtitle_count,has_english_subtitle,image_asset_count,release_metadata_count,archive_count,unknown_file_count,rename_required,rename_status,cleanup_candidate_count,cleanup_status,manual_review_required,manual_review_reasons
tt1853728,tt1853728_DjangoUnchained,tt1853728_DjangoUnchained,,,,none,0,0,False,0,0,0,False,0,0,0,0,False,NOT_REQUIRED,0,NONE,True,NO_USABLE_PRIMARY_VIDEO;MANUAL_REVIEW
tt1907668,tt1907668_Flight,tt1907668_Flight,,,,none,0,0,False,0,0,0,False,0,0,0,0,False,NOT_REQUIRED,0,NONE,True,NO_USABLE_PRIMARY_VIDEO;MANUAL_REVIEW
tt19770238,tt19770238_Aftersun,tt19770238_Aftersun,tt19770238_Aftersun/晒后假日 2022.mp4,晒后假日 2022.mp4,tt19770238_Aftersun.mp4,high,1,0,False,0,0,0,False,0,0,0,0,True,PLANNED,0,NONE,False,
tt20215234,tt20215234_Conclave,tt20215234_Conclave,tt20215234_Conclave/秘密会议.Conclave.2024.UHD.Bluray..2160p.REMUXHDR10.HEVC.Atmos.TrueHD.7.1-UBits.mkv,秘密会议.Conclave.2024.UHD.Bluray..2160p.REMUXHDR10.HEVC.Atmos.TrueHD.7.1-UBits.mkv,tt20215234_Conclave.mkv,high,1,0,False,0,0,4,False,0,0,0,0,True,PLANNED,0,NONE,False,
tt20221436,tt20221436_EmiliaPerez,tt20221436_EmiliaPerez,tt20221436_EmiliaPerez/艾米莉亚·佩雷斯.Emilia Pérez.2024.1080p中英字幕.mp4,艾米莉亚·佩雷斯.Emilia Pérez.2024.1080p中英字幕.mp4,tt20221436_EmiliaPerez.mp4,high,1,0,False,0,0,0,False,0,0,0,0,True,PLANNED,0,NONE,False,
tt2024544,tt2024544_12YearsaSlave,tt2024544_12YearsaSlave,,,,none,0,0,False,0,0,0,False,0,0,0,0,False,NOT_REQUIRED,0,NONE,True,NO_USABLE_PRIMARY_VIDEO;MANUAL_REVIEW
tt2125435,tt2125435_BeastsoftheSouthernWild,tt2125435_BeastsoftheSouthernWild,,,,none,0,0,False,0,0,0,False,0,0,0,0,False,NOT_REQUIRED,0,NONE,True,NO_USABLE_PRIMARY_VIDEO;MANUAL_REVIEW
tt21823606,tt21823606_ARealPain,tt21823606_ARealPain,tt21823606_ARealPain/真正的痛苦.中英双字.2024.1080P.mkv,真正的痛苦.中英双字.2024.1080P.mkv,tt21823606_ARealPain.mkv,high,1,0,False,0,0,0,False,0,0,0,0,True,PLANNED,0,NONE,False,
tt2334873,tt2334873_BlueJasmine,tt2334873_BlueJasmine,,,,none,0,0,False,0,0,0,False,0,0,0,0,False,NOT_REQUIRED,0,NONE,True,NO_USABLE_PRIMARY_VIDEO;MANUAL_REVIEW
tt23561236,tt23561236_AmericanFiction,tt23561236_AmericanFiction,tt23561236_AmericanFiction/【电影】美国小说.中英双字.1080P.mp4,【电影】美国小说.中英双字.1080P.mp4,tt23561236_AmericanFiction.mp4,high,1,0,False,0,0,0,False,0,0,0,0,True,PLANNED,0,NONE,False,
tt2431286,tt2431286_Philomena,tt2431286_Philomena,,,,none,0,0,False,0,0,0,False,0,0,0,0,False,NOT_REQUIRED,0,NONE,True,NO_USABLE_PRIMARY_VIDEO;MANUAL_REVIEW
